,From,,To,Total,Total Per Hour,pcu,Car,Light goods vehicle,Heavy goods vehicle,Bus,Motorcycle,Bicycle
96,01/12/2023,19:00:00+01:00,2023-12-01T19:15:00+01:00,67,,69,65,0,0,2,0,0
96,01/12/2023,19:15:00+01:00,2023-12-01T19:30:00+01:00,93,,102.6,80,4,2,7,0,0
96,01/12/2023,19:30:00+01:00,2023-12-01T19:45:00+01:00,82,,84,79,1,0,2,0,0
96,01/12/2023,19:45:00+01:00,2023-12-01T20:00:00+01:00,65,307,69.4,55,3,2,3,2,0
96,01/12/2023,20:00:00+01:00,2023-12-01T20:15:00+01:00,62,,65.5,54,0,1,4,3,0
96,01/12/2023,20:15:00+01:00,2023-12-01T20:30:00+01:00,53,,57,48,1,0,4,0,0
96,01/12/2023,20:30:00+01:00,2023-12-01T20:45:00+01:00,51,,50.8,46,2,0,1,2,0
96,01/12/2023,20:45:00+01:00,2023-12-01T21:00:00+01:00,53,219,54.8,48,0,0,3,2,0
96,01/12/2023,21:00:00+01:00,2023-12-01T21:15:00+01:00,46,,50,41,1,0,4,0,0
96,01/12/2023,21:15:00+01:00,2023-12-01T21:30:00+01:00,40,,43.4,35,0,0,4,1,0
96,01/12/2023,21:30:00+01:00,2023-12-01T21:45:00+01:00,48,,52.4,39,3,0,5,1,0
96,01/12/2023,21:45:00+01:00,2023-12-01T22:00:00+01:00,29,163,34.1,18,3,1,5,2,0
96,01/12/2023,22:00:00+01:00,2023-12-01T22:15:00+01:00,35,,35.4,32,1,0,1,1,0
96,01/12/2023,22:15:00+01:00,2023-12-01T22:30:00+01:00,32,,36.1,25,0,1,4,2,0
96,01/12/2023,22:30:00+01:00,2023-12-01T22:45:00+01:00,29,,32,25,1,0,3,0,0
96,01/12/2023,22:45:00+01:00,2023-12-01T23:00:00+01:00,27,123,26.4,24,2,0,0,1,0
96,01/12/2023,23:00:00+01:00,2023-12-01T23:15:00+01:00,37,,35.2,34,0,0,0,3,0
96,01/12/2023,23:15:00+01:00,2023-12-01T23:30:00+01:00,27,,30,24,0,0,3,0,0
96,01/12/2023,23:30:00+01:00,2023-12-01T23:45:00+01:00,33,,35.3,30,1,1,1,0,0
96,01/12/2023,23:45:00+01:00,2023-12-02T00:00:00+01:00,30,127,32.4,26,0,0,3,1,0
96,02/12/2023,00:00:00+01:00,2023-12-02T00:15:00+01:00,13,,14.7,10,0,1,1,1,0
96,02/12/2023,00:15:00+01:00,2023-12-02T00:30:00+01:00,30,,33.3,26,1,1,2,0,0
96,02/12/2023,00:30:00+01:00,2023-12-02T00:45:00+01:00,22,,23,21,0,0,1,0,0
96,02/12/2023,00:45:00+01:00,2023-12-02T01:00:00+01:00,14,79,16,12,0,0,2,0,0
96,02/12/2023,01:00:00+01:00,2023-12-02T01:15:00+01:00,14,,15.3,13,0,1,0,0,0
96,02/12/2023,01:15:00+01:00,2023-12-02T01:30:00+01:00,7,,8,6,0,0,1,0,0
96,02/12/2023,01:30:00+01:00,2023-12-02T01:45:00+01:00,4,,4,4,0,0,0,0,0
96,02/12/2023,01:45:00+01:00,2023-12-02T02:00:00+01:00,11,36,13,9,0,0,2,0,0
96,02/12/2023,02:00:00+01:00,2023-12-02T02:15:00+01:00,11,,12,10,0,0,1,0,0
96,02/12/2023,02:15:00+01:00,2023-12-02T02:30:00+01:00,8,,8.4,6,0,0,1,1,0
96,02/12/2023,02:30:00+01:00,2023-12-02T02:45:00+01:00,13,,15.3,11,0,1,1,0,0
96,02/12/2023,02:45:00+01:00,2023-12-02T03:00:00+01:00,9,41,10.3,7,1,1,0,0,0
96,02/12/2023,03:00:00+01:00,2023-12-02T03:15:00+01:00,3,,3,3,0,0,0,0,0
96,02/12/2023,03:15:00+01:00,2023-12-02T03:30:00+01:00,15,,17.3,13,0,1,1,0,0
96,02/12/2023,03:30:00+01:00,2023-12-02T03:45:00+01:00,14,,15.3,11,2,1,0,0,0
96,02/12/2023,03:45:00+01:00,2023-12-02T04:00:00+01:00,11,43,11,8,3,0,0,0,0
96,02/12/2023,04:00:00+01:00,2023-12-02T04:15:00+01:00,4,,4,3,1,0,0,0,0
96,02/12/2023,04:15:00+01:00,2023-12-02T04:30:00+01:00,19,,19,14,5,0,0,0,0
96,02/12/2023,04:30:00+01:00,2023-12-02T04:45:00+01:00,19,,19,15,4,0,0,0,0
96,02/12/2023,04:45:00+01:00,2023-12-02T05:00:00+01:00,19,61,18.4,16,2,0,0,1,0
96,02/12/2023,05:00:00+01:00,2023-12-02T05:15:00+01:00,29,,30.3,22,6,1,0,0,0
96,02/12/2023,05:15:00+01:00,2023-12-02T05:30:00+01:00,51,,52.3,48,2,1,0,0,0
96,02/12/2023,05:30:00+01:00,2023-12-02T05:45:00+01:00,42,,44,33,6,2,0,1,0
96,02/12/2023,05:45:00+01:00,2023-12-02T06:00:00+01:00,42,164,47.6,36,1,2,3,0,0
96,02/12/2023,06:00:00+01:00,2023-12-02T06:15:00+01:00,45,,45,41,4,0,0,0,0
96,02/12/2023,06:15:00+01:00,2023-12-02T06:30:00+01:00,66,,66,62,4,0,0,0,0
96,02/12/2023,06:30:00+01:00,2023-12-02T06:45:00+01:00,68,,69,62,5,0,1,0,0
96,02/12/2023,06:45:00+01:00,2023-12-02T07:00:00+01:00,85,264,87.9,67,9,1,4,4,0
96,02/12/2023,07:00:00+01:00,2023-12-02T07:15:00+01:00,84,,89.9,69,10,3,2,0,0
96,02/12/2023,07:15:00+01:00,2023-12-02T07:30:00+01:00,68,,68.4,54,12,0,1,1,0
96,02/12/2023,07:30:00+01:00,2023-12-02T07:45:00+01:00,84,,92.6,62,14,2,6,0,0
96,02/12/2023,07:45:00+01:00,2023-12-02T08:00:00+01:00,94,330,100.7,76,8,5,2,3,0
96,02/12/2023,08:00:00+01:00,2023-12-02T08:15:00+01:00,86,,87.9,68,5,1,5,6,1
96,02/12/2023,08:15:00+01:00,2023-12-02T08:30:00+01:00,90,,96.3,67,11,3,5,3,1
96,02/12/2023,08:30:00+01:00,2023-12-02T08:45:00+01:00,112,,111,93,12,0,2,5,0
96,02/12/2023,08:45:00+01:00,2023-12-02T09:00:00+01:00,80,368,80.2,65,10,0,2,3,0
96,02/12/2023,09:00:00+01:00,2023-12-02T09:15:00+01:00,82,,82.4,63,17,0,1,1,0
96,02/12/2023,09:15:00+01:00,2023-12-02T09:30:00+01:00,121,,124.6,95,16,0,6,4,0
96,02/12/2023,09:30:00+01:00,2023-12-02T09:45:00+01:00,88,,94.4,71,8,2,5,2,0
96,02/12/2023,09:45:00+01:00,2023-12-02T10:00:00+01:00,89,380,91.4,78,7,0,3,1,0
96,02/12/2023,10:00:00+01:00,2023-12-02T10:15:00+01:00,100,,101.4,75,13,2,3,7,0
96,02/12/2023,10:15:00+01:00,2023-12-02T10:30:00+01:00,77,,75.7,61,8,1,1,6,0
96,02/12/2023,10:30:00+01:00,2023-12-02T10:45:00+01:00,83,,83.4,70,3,0,4,6,0
96,02/12/2023,10:45:00+01:00,2023-12-02T11:00:00+01:00,104,364,104.4,89,7,2,1,4,1
96,02/12/2023,11:00:00+01:00,2023-12-02T11:15:00+01:00,108,,106.4,97,3,0,2,6,0
96,02/12/2023,11:15:00+01:00,2023-12-02T11:30:00+01:00,97,,96.3,81,9,1,1,5,0
96,02/12/2023,11:30:00+01:00,2023-12-02T11:45:00+01:00,86,,86.7,71,5,1,3,6,0
96,02/12/2023,11:45:00+01:00,2023-12-02T12:00:00+01:00,87,378,86.1,71,6,1,2,7,0
96,02/12/2023,12:00:00+01:00,2023-12-02T12:15:00+01:00,101,,101.7,79,12,1,3,6,0
96,02/12/2023,12:15:00+01:00,2023-12-02T12:30:00+01:00,101,,101.6,85,9,0,3,4,0
96,02/12/2023,12:30:00+01:00,2023-12-02T12:45:00+01:00,84,,85.2,67,8,2,2,3,2
96,02/12/2023,12:45:00+01:00,2023-12-02T13:00:00+01:00,92,378,93.9,77,6,3,1,5,0
96,02/12/2023,13:00:00+01:00,2023-12-02T13:15:00+01:00,97,,98.6,81,8,0,4,4,0
96,02/12/2023,13:15:00+01:00,2023-12-02T13:30:00+01:00,91,,96.9,65,12,5,3,6,0
96,02/12/2023,13:30:00+01:00,2023-12-02T13:45:00+01:00,96,,99.3,79,6,1,5,5,0
96,02/12/2023,13:45:00+01:00,2023-12-02T14:00:00+01:00,93,377,96.1,78,9,1,3,2,0
96,02/12/2023,14:00:00+01:00,2023-12-02T14:15:00+01:00,88,,90.6,76,6,0,4,1,1
96,02/12/2023,14:15:00+01:00,2023-12-02T14:30:00+01:00,80,,78.1,64,10,1,0,4,1
96,02/12/2023,14:30:00+01:00,2023-12-02T14:45:00+01:00,91,,94.2,72,11,0,5,3,0
96,02/12/2023,14:45:00+01:00,2023-12-02T15:00:00+01:00,90,349,90.2,75,10,0,2,3,0
96,02/12/2023,15:00:00+01:00,2023-12-02T15:15:00+01:00,72,,75,61,7,2,1,1,0
96,02/12/2023,15:15:00+01:00,2023-12-02T15:30:00+01:00,128,,173.4,62,27,32,5,2,0
96,02/12/2023,15:30:00+01:00,2023-12-02T15:45:00+01:00,97,,104.1,76,11,1,7,2,0
96,02/12/2023,15:45:00+01:00,2023-12-02T16:00:00+01:00,81,378,81.8,63,14,0,2,2,0
96,02/12/2023,16:00:00+01:00,2023-12-02T16:15:00+01:00,74,,74.8,62,8,0,2,2,0
96,02/12/2023,16:15:00+01:00,2023-12-02T16:30:00+01:00,78,,76.2,58,9,0,3,8,0
96,02/12/2023,16:30:00+01:00,2023-12-02T16:45:00+01:00,60,,60.2,50,4,2,0,4,0
96,02/12/2023,16:45:00+01:00,2023-12-02T17:00:00+01:00,78,290,80.4,67,7,0,3,1,0
96,02/12/2023,17:00:00+01:00,2023-12-02T17:15:00+01:00,57,,60.7,51,1,1,3,1,0
96,02/12/2023,17:15:00+01:00,2023-12-02T17:30:00+01:00,58,,58.8,52,2,0,2,2,0
96,02/12/2023,17:30:00+01:00,2023-12-02T17:45:00+01:00,55,,60.7,44,3,3,3,2,0
96,02/12/2023,17:45:00+01:00,2023-12-02T18:00:00+01:00,77,247,75.7,68,1,1,1,6,0
96,02/12/2023,18:00:00+01:00,2023-12-02T18:15:00+01:00,57,,59.7,52,1,1,2,1,0
96,02/12/2023,18:15:00+01:00,2023-12-02T18:30:00+01:00,82,,82.1,68,3,1,3,7,0
96,02/12/2023,18:30:00+01:00,2023-12-02T18:45:00+01:00,62,,64.8,56,0,0,4,2,0
96,02/12/2023,18:45:00+01:00,2023-12-02T19:00:00+01:00,80,281,79.2,73,3,0,1,3,0
96,02/12/2023,19:00:00+01:00,2023-12-02T19:15:00+01:00,56,,56.4,54,0,0,1,1,0
96,02/12/2023,19:15:00+01:00,2023-12-02T19:30:00+01:00,63,,66.4,58,0,0,4,1,0
96,02/12/2023,19:30:00+01:00,2023-12-02T19:45:00+01:00,56,,58.4,52,0,0,3,1,0
96,02/12/2023,19:45:00+01:00,2023-12-02T20:00:00+01:00,52,227,51.6,46,0,0,2,4,0
96,02/12/2023,20:00:00+01:00,2023-12-02T20:15:00+01:00,61,,62.2,55,0,0,3,3,0
96,02/12/2023,20:15:00+01:00,2023-12-02T20:30:00+01:00,45,,45.6,41,0,0,2,1,1
96,02/12/2023,20:30:00+01:00,2023-12-02T20:45:00+01:00,37,,40.7,30,2,1,3,1,0
96,02/12/2023,20:45:00+01:00,2023-12-02T21:00:00+01:00,50,193,53.4,45,0,0,4,1,0
96,02/12/2023,21:00:00+01:00,2023-12-02T21:15:00+01:00,41,,40.8,36,2,0,1,2,0
96,02/12/2023,21:15:00+01:00,2023-12-02T21:30:00+01:00,44,,47,40,1,0,3,0,0
96,02/12/2023,21:30:00+01:00,2023-12-02T21:45:00+01:00,37,,39.9,28,0,1,4,4,0
96,02/12/2023,21:45:00+01:00,2023-12-02T22:00:00+01:00,41,163,45,35,2,0,4,0,0
96,02/12/2023,22:00:00+01:00,2023-12-02T22:15:00+01:00,32,,32.4,28,2,0,1,1,0
96,02/12/2023,22:15:00+01:00,2023-12-02T22:30:00+01:00,24,,24.2,19,0,0,2,3,0
96,02/12/2023,22:30:00+01:00,2023-12-02T22:45:00+01:00,23,,24,22,0,0,1,0,0
96,02/12/2023,22:45:00+01:00,2023-12-02T23:00:00+01:00,41,120,43.4,37,0,0,3,1,0
96,02/12/2023,23:00:00+01:00,2023-12-02T23:15:00+01:00,37,,38,36,0,0,1,0,0
96,02/12/2023,23:15:00+01:00,2023-12-02T23:30:00+01:00,28,,29.4,24,1,0,2,1,0
96,02/12/2023,23:30:00+01:00,2023-12-02T23:45:00+01:00,37,,39,34,1,0,2,0,0
96,02/12/2023,23:45:00+01:00,2023-12-03T00:00:00+01:00,30,132,31,28,1,0,1,0,0
96,03/12/2023,00:00:00+01:00,2023-12-03T00:15:00+01:00,6,,6,6,0,0,0,0,0
96,03/12/2023,00:15:00+01:00,2023-12-03T00:30:00+01:00,16,,17.3,15,0,1,0,0,0
96,03/12/2023,00:30:00+01:00,2023-12-03T00:45:00+01:00,28,,30,26,0,0,2,0,0
96,03/12/2023,00:45:00+01:00,2023-12-03T01:00:00+01:00,11,61,12,10,0,0,1,0,0
96,03/12/2023,01:00:00+01:00,2023-12-03T01:15:00+01:00,8,,8,7,1,0,0,0,0
96,03/12/2023,01:15:00+01:00,2023-12-03T01:30:00+01:00,15,,16.4,12,0,0,2,1,0
96,03/12/2023,01:30:00+01:00,2023-12-03T01:45:00+01:00,8,,9,7,0,0,1,0,0
96,03/12/2023,01:45:00+01:00,2023-12-03T02:00:00+01:00,5,36,4.4,3,1,0,0,1,0
96,03/12/2023,02:00:00+01:00,2023-12-03T02:15:00+01:00,9,,8.4,8,0,0,0,1,0
96,03/12/2023,02:15:00+01:00,2023-12-03T02:30:00+01:00,5,,6,4,0,0,1,0,0
96,03/12/2023,02:30:00+01:00,2023-12-03T02:45:00+01:00,9,,10,8,0,0,1,0,0
96,03/12/2023,02:45:00+01:00,2023-12-03T03:00:00+01:00,10,33,10,10,0,0,0,0,0
96,03/12/2023,03:00:00+01:00,2023-12-03T03:15:00+01:00,2,,2,2,0,0,0,0,0
96,03/12/2023,03:15:00+01:00,2023-12-03T03:30:00+01:00,7,,9,5,0,0,2,0,0
96,03/12/2023,03:30:00+01:00,2023-12-03T03:45:00+01:00,8,,8,8,0,0,0,0,0
96,03/12/2023,03:45:00+01:00,2023-12-03T04:00:00+01:00,10,27,12,8,0,0,2,0,0
96,03/12/2023,04:00:00+01:00,2023-12-03T04:15:00+01:00,8,,9.3,7,0,1,0,0,0
96,03/12/2023,04:15:00+01:00,2023-12-03T04:30:00+01:00,16,,17,14,1,0,1,0,0
96,03/12/2023,04:30:00+01:00,2023-12-03T04:45:00+01:00,13,,13,13,0,0,0,0,0
96,03/12/2023,04:45:00+01:00,2023-12-03T05:00:00+01:00,11,48,10.4,10,0,0,0,1,0
96,03/12/2023,05:00:00+01:00,2023-12-03T05:15:00+01:00,22,,24.3,19,1,1,1,0,0
96,03/12/2023,05:15:00+01:00,2023-12-03T05:30:00+01:00,30,,31.3,29,0,1,0,0,0
96,03/12/2023,05:30:00+01:00,2023-12-03T05:45:00+01:00,34,,33.4,31,2,0,0,1,0
96,03/12/2023,05:45:00+01:00,2023-12-03T06:00:00+01:00,36,122,37.4,31,2,0,2,1,0
96,03/12/2023,06:00:00+01:00,2023-12-03T06:15:00+01:00,47,,51.6,40,3,2,2,0,0
96,03/12/2023,06:15:00+01:00,2023-12-03T06:30:00+01:00,39,,43,33,1,2,2,1,0
96,03/12/2023,06:30:00+01:00,2023-12-03T06:45:00+01:00,51,,50.4,48,2,0,0,1,0
96,03/12/2023,06:45:00+01:00,2023-12-03T07:00:00+01:00,61,198,62.8,49,7,0,3,2,0
96,03/12/2023,07:00:00+01:00,2023-12-03T07:15:00+01:00,58,,62.2,47,4,2,3,1,1
96,03/12/2023,07:15:00+01:00,2023-12-03T07:30:00+01:00,61,,60.9,37,10,1,4,9,0
96,03/12/2023,07:30:00+01:00,2023-12-03T07:45:00+01:00,74,,71.8,57,8,0,2,7,0
96,03/12/2023,07:45:00+01:00,2023-12-03T08:00:00+01:00,95,288,88.3,66,8,1,3,13,4
96,03/12/2023,08:00:00+01:00,2023-12-03T08:15:00+01:00,101,,93.8,76,5,0,3,17,0
96,03/12/2023,08:15:00+01:00,2023-12-03T08:30:00+01:00,110,,98.7,70,10,1,3,26,0
96,03/12/2023,08:30:00+01:00,2023-12-03T08:45:00+01:00,137,,130.4,95,6,2,7,27,0
96,03/12/2023,08:45:00+01:00,2023-12-03T09:00:00+01:00,120,468,112.9,84,8,1,5,21,1
96,03/12/2023,09:00:00+01:00,2023-12-03T09:15:00+01:00,139,,129.8,96,11,2,4,25,1
96,03/12/2023,09:15:00+01:00,2023-12-03T09:30:00+01:00,113,,105.7,77,5,1,6,23,1
96,03/12/2023,09:30:00+01:00,2023-12-03T09:45:00+01:00,133,,122.8,101,7,0,3,22,0
96,03/12/2023,09:45:00+01:00,2023-12-03T10:00:00+01:00,135,520,126.8,100,8,0,5,22,0
96,03/12/2023,10:00:00+01:00,2023-12-03T10:15:00+01:00,157,,146,124,4,0,4,25,0
96,03/12/2023,10:15:00+01:00,2023-12-03T10:30:00+01:00,140,,123,102,7,0,1,30,0
96,03/12/2023,10:30:00+01:00,2023-12-03T10:45:00+01:00,157,,147.6,121,6,2,3,25,0
96,03/12/2023,10:45:00+01:00,2023-12-03T11:00:00+01:00,172,626,170.3,133,17,1,6,15,0
96,03/12/2023,11:00:00+01:00,2023-12-03T11:15:00+01:00,144,,138.7,119,4,3,1,17,0
96,03/12/2023,11:15:00+01:00,2023-12-03T11:30:00+01:00,136,,137.5,126,4,1,2,3,0
96,03/12/2023,11:30:00+01:00,2023-12-03T11:45:00+01:00,127,,126.5,109,6,1,3,8,0
96,03/12/2023,11:45:00+01:00,2023-12-03T12:00:00+01:00,126,533,125.6,97,9,2,5,12,1
96,03/12/2023,12:00:00+01:00,2023-12-03T12:15:00+01:00,163,,167.1,146,10,1,4,2,0
96,03/12/2023,12:15:00+01:00,2023-12-03T12:30:00+01:00,126,,124.8,114,5,0,2,4,1
96,03/12/2023,12:30:00+01:00,2023-12-03T12:45:00+01:00,130,,133.8,117,6,0,5,2,0
96,03/12/2023,12:45:00+01:00,2023-12-03T13:00:00+01:00,132,551,128.2,114,9,0,1,8,0
96,03/12/2023,13:00:00+01:00,2023-12-03T13:15:00+01:00,104,,104.6,92,5,0,3,4,0
96,03/12/2023,13:15:00+01:00,2023-12-03T13:30:00+01:00,97,,100.2,87,2,0,5,3,0
96,03/12/2023,13:30:00+01:00,2023-12-03T13:45:00+01:00,121,,121.1,105,5,1,3,7,0
96,03/12/2023,13:45:00+01:00,2023-12-03T14:00:00+01:00,93,415,97,82,7,0,4,0,0
96,03/12/2023,14:00:00+01:00,2023-12-03T14:15:00+01:00,86,,89,70,5,0,6,5,0
96,03/12/2023,14:15:00+01:00,2023-12-03T14:30:00+01:00,95,,94.6,83,6,0,2,4,0
96,03/12/2023,14:30:00+01:00,2023-12-03T14:45:00+01:00,86,,89.1,76,4,1,3,2,0
96,03/12/2023,14:45:00+01:00,2023-12-03T15:00:00+01:00,87,354,85.8,76,4,0,2,4,1
96,03/12/2023,15:00:00+01:00,2023-12-03T15:15:00+01:00,113,,118,103,5,0,5,0,0
96,03/12/2023,15:15:00+01:00,2023-12-03T15:30:00+01:00,99,,98.8,92,4,0,1,2,0
96,03/12/2023,15:30:00+01:00,2023-12-03T15:45:00+01:00,98,,103,86,7,0,5,0,0
96,03/12/2023,15:45:00+01:00,2023-12-03T16:00:00+01:00,98,408,98.2,80,13,0,2,3,0
96,03/12/2023,16:00:00+01:00,2023-12-03T16:15:00+01:00,75,,78,68,4,0,3,0,0
96,03/12/2023,16:15:00+01:00,2023-12-03T16:30:00+01:00,74,,75.4,68,3,0,2,1,0
96,03/12/2023,16:30:00+01:00,2023-12-03T16:45:00+01:00,80,,80.6,68,5,0,3,4,0
96,03/12/2023,16:45:00+01:00,2023-12-03T17:00:00+01:00,82,311,82.8,73,5,0,2,2,0
96,03/12/2023,17:00:00+01:00,2023-12-03T17:15:00+01:00,89,,89,76,5,0,3,5,0
96,03/12/2023,17:15:00+01:00,2023-12-03T17:30:00+01:00,79,,78.6,70,3,0,2,4,0
96,03/12/2023,17:30:00+01:00,2023-12-03T17:45:00+01:00,62,,64.4,57,1,0,3,1,0
96,03/12/2023,17:45:00+01:00,2023-12-03T18:00:00+01:00,55,285,55,53,2,0,0,0,0
96,03/12/2023,18:00:00+01:00,2023-12-03T18:15:00+01:00,58,,62,54,0,0,4,0,0
96,03/12/2023,18:15:00+01:00,2023-12-03T18:30:00+01:00,68,,68.8,62,2,0,2,2,0
96,03/12/2023,18:30:00+01:00,2023-12-03T18:45:00+01:00,67,,71.5,53,5,1,5,3,0
96,03/12/2023,18:45:00+01:00,2023-12-03T19:00:00+01:00,45,238,48.4,38,2,0,4,1,0
96,03/12/2023,19:00:00+01:00,2023-12-03T19:15:00+01:00,59,,62,53,3,0,3,0,0
96,03/12/2023,19:15:00+01:00,2023-12-03T19:30:00+01:00,45,,47.8,37,2,0,4,2,0
96,03/12/2023,19:30:00+01:00,2023-12-03T19:45:00+01:00,40,,41.4,37,0,0,2,1,0
96,03/12/2023,19:45:00+01:00,2023-12-03T20:00:00+01:00,45,189,46.6,36,1,0,4,4,0
96,03/12/2023,20:00:00+01:00,2023-12-03T20:15:00+01:00,37,,34,31,1,0,0,5,0
96,03/12/2023,20:15:00+01:00,2023-12-03T20:30:00+01:00,34,,38.1,27,0,1,4,2,0
96,03/12/2023,20:30:00+01:00,2023-12-03T20:45:00+01:00,40,,42.8,33,1,0,4,2,0
96,03/12/2023,20:45:00+01:00,2023-12-03T21:00:00+01:00,27,138,30.7,22,0,1,3,1,0
96,03/12/2023,21:00:00+01:00,2023-12-03T21:15:00+01:00,21,,22.8,15,1,0,3,2,0
96,03/12/2023,21:15:00+01:00,2023-12-03T21:30:00+01:00,19,,21,17,0,0,2,0,0
96,03/12/2023,21:30:00+01:00,2023-12-03T21:45:00+01:00,32,,33.4,26,3,0,2,1,0
96,03/12/2023,21:45:00+01:00,2023-12-03T22:00:00+01:00,27,99,28.8,22,0,0,3,2,0
96,03/12/2023,22:00:00+01:00,2023-12-03T22:15:00+01:00,22,,23.8,17,0,0,3,2,0
96,03/12/2023,22:15:00+01:00,2023-12-03T22:30:00+01:00,27,,26.8,24,0,0,1,2,0
96,03/12/2023,22:30:00+01:00,2023-12-03T22:45:00+01:00,16,,18,14,0,0,2,0,0
96,03/12/2023,22:45:00+01:00,2023-12-03T23:00:00+01:00,13,78,14.4,10,0,0,2,1,0
96,03/12/2023,23:00:00+01:00,2023-12-03T23:15:00+01:00,14,,15.4,11,0,0,2,1,0
96,03/12/2023,23:15:00+01:00,2023-12-03T23:30:00+01:00,18,,20.4,14,0,0,3,1,0
96,03/12/2023,23:30:00+01:00,2023-12-03T23:45:00+01:00,8,,8,6,2,0,0,0,0
96,03/12/2023,23:45:00+01:00,2023-12-04T00:00:00+01:00,9,49,10.3,8,0,1,0,0,0
96,04/12/2023,00:00:00+01:00,2023-12-04T00:15:00+01:00,14,,14,14,0,0,0,0,0
96,04/12/2023,00:15:00+01:00,2023-12-04T00:30:00+01:00,17,,18,14,2,0,1,0,0
96,04/12/2023,00:30:00+01:00,2023-12-04T00:45:00+01:00,9,,10,8,0,0,1,0,0
96,04/12/2023,00:45:00+01:00,2023-12-04T01:00:00+01:00,6,46,6,6,0,0,0,0,0
96,04/12/2023,01:00:00+01:00,2023-12-04T01:15:00+01:00,5,,5,5,0,0,0,0,0
96,04/12/2023,01:15:00+01:00,2023-12-04T01:30:00+01:00,10,,10,10,0,0,0,0,0
96,04/12/2023,01:30:00+01:00,2023-12-04T01:45:00+01:00,11,,11,9,2,0,0,0,0
96,04/12/2023,01:45:00+01:00,2023-12-04T02:00:00+01:00,9,35,11.6,5,2,2,0,0,0
96,04/12/2023,02:00:00+01:00,2023-12-04T02:15:00+01:00,5,,5,4,1,0,0,0,0
96,04/12/2023,02:15:00+01:00,2023-12-04T02:30:00+01:00,2,,2,2,0,0,0,0,0
96,04/12/2023,02:30:00+01:00,2023-12-04T02:45:00+01:00,3,,4.3,2,0,1,0,0,0
96,04/12/2023,02:45:00+01:00,2023-12-04T03:00:00+01:00,5,15,5,5,0,0,0,0,0
96,04/12/2023,03:00:00+01:00,2023-12-04T03:15:00+01:00,6,,6,6,0,0,0,0,0
96,04/12/2023,03:15:00+01:00,2023-12-04T03:30:00+01:00,12,,13.3,10,1,1,0,0,0
96,04/12/2023,03:30:00+01:00,2023-12-04T03:45:00+01:00,7,,7,6,1,0,0,0,0
96,04/12/2023,03:45:00+01:00,2023-12-04T04:00:00+01:00,4,29,5,2,1,0,1,0,0
96,04/12/2023,04:00:00+01:00,2023-12-04T04:15:00+01:00,2,,2,1,1,0,0,0,0
96,04/12/2023,04:15:00+01:00,2023-12-04T04:30:00+01:00,15,,16.3,11,3,1,0,0,0
96,04/12/2023,04:30:00+01:00,2023-12-04T04:45:00+01:00,24,,25.3,23,0,1,0,0,0
96,04/12/2023,04:45:00+01:00,2023-12-04T05:00:00+01:00,14,55,15,11,2,0,1,0,0
96,04/12/2023,05:00:00+01:00,2023-12-04T05:15:00+01:00,41,,44.3,33,5,1,2,0,0
96,04/12/2023,05:15:00+01:00,2023-12-04T05:30:00+01:00,42,,44,38,1,2,0,1,0
96,04/12/2023,05:30:00+01:00,2023-12-04T05:45:00+01:00,44,,44,34,10,0,0,0,0
96,04/12/2023,05:45:00+01:00,2023-12-04T06:00:00+01:00,62,189,63,56,5,0,1,0,0
96,04/12/2023,06:00:00+01:00,2023-12-04T06:15:00+01:00,65,,67.2,53,5,0,4,3,0
96,04/12/2023,06:15:00+01:00,2023-12-04T06:30:00+01:00,58,,57.8,48,7,0,1,2,0
96,04/12/2023,06:30:00+01:00,2023-12-04T06:45:00+01:00,78,,80.8,63,9,0,4,2,0
96,04/12/2023,06:45:00+01:00,2023-12-04T07:00:00+01:00,84,285,86.1,64,15,1,2,2,0
96,04/12/2023,07:00:00+01:00,2023-12-04T07:15:00+01:00,96,,99.8,69,20,0,5,2,0
96,04/12/2023,07:15:00+01:00,2023-12-04T07:30:00+01:00,94,,102,68,15,6,2,3,0
96,04/12/2023,07:30:00+01:00,2023-12-04T07:45:00+01:00,78,,83.3,55,12,3,4,3,1
96,04/12/2023,07:45:00+01:00,2023-12-04T08:00:00+01:00,71,339,77.2,47,12,2,6,4,0
96,04/12/2023,08:00:00+01:00,2023-12-04T08:15:00+01:00,81,,85.7,65,10,1,4,1,0
96,04/12/2023,08:15:00+01:00,2023-12-04T08:30:00+01:00,78,,84.1,55,14,1,6,2,0
96,04/12/2023,08:30:00+01:00,2023-12-04T08:45:00+01:00,75,,83.3,48,12,5,5,4,1
96,04/12/2023,08:45:00+01:00,2023-12-04T09:00:00+01:00,73,307,81.7,56,7,1,8,1,0
96,04/12/2023,09:00:00+01:00,2023-12-04T09:15:00+01:00,78,,87,60,8,2,7,1,0
96,04/12/2023,09:15:00+01:00,2023-12-04T09:30:00+01:00,77,,84.2,54,12,4,4,2,1
96,04/12/2023,09:30:00+01:00,2023-12-04T09:45:00+01:00,70,,77.6,57,6,2,5,0,0
96,04/12/2023,09:45:00+01:00,2023-12-04T10:00:00+01:00,79,304,88.8,53,11,4,7,4,0
96,04/12/2023,10:00:00+01:00,2023-12-04T10:15:00+01:00,78,,84.4,53,16,2,5,2,0
96,04/12/2023,10:15:00+01:00,2023-12-04T10:30:00+01:00,104,,106.5,82,15,1,3,3,0
96,04/12/2023,10:30:00+01:00,2023-12-04T10:45:00+01:00,80,,86.1,59,12,1,6,2,0
