FromDate,FromTime,ToDate,ToTime,Total,Total Per Hour,pcu
26/10/2023,16:00,26/10/2023,16:15,71,,73
26/10/2023,16:15,26/10/2023,16:30,94,,94.4
26/10/2023,16:30,26/10/2023,16:45,112,,117.4
26/10/2023,16:45,26/10/2023,17:00,88,365,86.8
26/10/2023,17:00,26/10/2023,17:15,103,,106.7
26/10/2023,17:15,26/10/2023,17:30,111,,114.9
26/10/2023,17:30,26/10/2023,17:45,52,,50.8
26/10/2023,17:45,26/10/2023,18:00,133,399,135.8
26/10/2023,18:00,26/10/2023,18:15,78,,80.4
26/10/2023,18:15,26/10/2023,18:30,91,,92.4
26/10/2023,18:30,26/10/2023,18:45,91,,91.8
26/10/2023,18:45,26/10/2023,19:00,52,312,51.4
26/10/2023,19:00,26/10/2023,19:15,66,,68
26/10/2023,19:15,26/10/2023,19:30,65,,69
26/10/2023,19:30,26/10/2023,19:45,60,,63.3
26/10/2023,19:45,26/10/2023,20:00,44,235,47
26/10/2023,20:00,26/10/2023,20:15,52,,54
26/10/2023,20:15,26/10/2023,20:30,42,,44.3
26/10/2023,20:30,26/10/2023,20:45,49,,52.3
26/10/2023,20:45,26/10/2023,21:00,23,166,23
26/10/2023,21:00,26/10/2023,21:15,33,,38
26/10/2023,21:15,26/10/2023,21:30,26,,27
26/10/2023,21:30,26/10/2023,21:45,21,,21
26/10/2023,21:45,26/10/2023,22:00,20,100,22.3
26/10/2023,22:00,26/10/2023,22:15,25,,27
26/10/2023,22:15,26/10/2023,22:30,18,,21.3
26/10/2023,22:30,26/10/2023,22:45,7,,7
26/10/2023,22:45,26/10/2023,23:00,21,71,23
26/10/2023,23:00,26/10/2023,23:15,18,,18
26/10/2023,23:15,26/10/2023,23:30,16,,15.4
26/10/2023,23:30,26/10/2023,23:45,12,,14
26/10/2023,23:45,27/10/2023,00:00,16,62,16
27/10/2023,00:00,27/10/2023,00:15,10,,13.3
27/10/2023,00:15,27/10/2023,00:30,11,,12
27/10/2023,00:30,27/10/2023,00:45,5,,5
27/10/2023,00:45,27/10/2023,01:00,1,27,2.3
27/10/2023,01:00,27/10/2023,01:15,5,,5
27/10/2023,01:15,27/10/2023,01:30,1,,1
27/10/2023,01:30,27/10/2023,01:45,4,,4
27/10/2023,01:45,27/10/2023,02:00,1,11,1
27/10/2023,02:00,27/10/2023,02:15,4,,4
27/10/2023,02:15,27/10/2023,02:30,0,,0
27/10/2023,02:30,27/10/2023,02:45,2,,2
27/10/2023,02:45,27/10/2023,03:00,1,7,1
27/10/2023,03:00,27/10/2023,03:15,2,,3
27/10/2023,03:15,27/10/2023,03:30,7,,7
27/10/2023,03:30,27/10/2023,03:45,1,,1
27/10/2023,03:45,27/10/2023,04:00,4,14,4
27/10/2023,04:00,27/10/2023,04:15,7,,7
27/10/2023,04:15,27/10/2023,04:30,7,,7
27/10/2023,04:30,27/10/2023,04:45,12,,12
27/10/2023,04:45,27/10/2023,05:00,16,42,17.3
27/10/2023,05:00,27/10/2023,05:15,24,,24.7
27/10/2023,05:15,27/10/2023,05:30,25,,25
27/10/2023,05:30,27/10/2023,05:45,26,,26
27/10/2023,05:45,27/10/2023,06:00,32,107,34.6
27/10/2023,06:00,27/10/2023,06:15,45,,50.9
27/10/2023,06:15,27/10/2023,06:30,84,,85.4
27/10/2023,06:30,27/10/2023,06:45,75,,78.3
27/10/2023,06:45,27/10/2023,07:00,84,288,89.6
27/10/2023,07:00,27/10/2023,07:15,76,,80.5
27/10/2023,07:15,27/10/2023,07:30,79,,83.7
27/10/2023,07:30,27/10/2023,07:45,74,,81
27/10/2023,07:45,27/10/2023,08:00,99,328,107.6
27/10/2023,08:00,27/10/2023,08:15,80,,90.6
27/10/2023,08:15,27/10/2023,08:30,112,,119.7
27/10/2023,08:30,27/10/2023,08:45,114,,123.4
27/10/2023,08:45,27/10/2023,09:00,102,408,111.5
27/10/2023,09:00,27/10/2023,09:15,134,,143.2
27/10/2023,09:15,27/10/2023,09:30,114,,120
27/10/2023,09:30,27/10/2023,09:45,100,,107.2
27/10/2023,09:45,27/10/2023,10:00,132,480,135
27/10/2023,10:00,27/10/2023,10:15,92,,95.4
27/10/2023,10:15,27/10/2023,10:30,106,,109
27/10/2023,10:30,27/10/2023,10:45,52,,55.7
27/10/2023,10:45,27/10/2023,11:00,71,321,72.4
27/10/2023,11:00,27/10/2023,11:15,44,,44
27/10/2023,11:15,27/10/2023,11:30,43,,43.7
27/10/2023,11:30,27/10/2023,11:45,39,,39.8
27/10/2023,11:45,27/10/2023,12:00,53,179,54.9
27/10/2023,12:00,27/10/2023,12:15,37,,39
27/10/2023,12:15,27/10/2023,12:30,47,,45.8
27/10/2023,12:30,27/10/2023,12:45,22,,24.3
27/10/2023,12:45,27/10/2023,13:00,36,142,34.2
27/10/2023,13:00,27/10/2023,13:15,100,,105.1
27/10/2023,13:15,27/10/2023,13:30,34,,36.3
27/10/2023,13:30,27/10/2023,13:45,27,,28.4
27/10/2023,13:45,27/10/2023,14:00,41,202,42.7
27/10/2023,14:00,27/10/2023,14:15,43,,47
27/10/2023,14:15,27/10/2023,14:30,32,,35.3
27/10/2023,14:30,27/10/2023,14:45,46,,48
27/10/2023,14:45,27/10/2023,15:00,43,164,44.2
27/10/2023,15:00,27/10/2023,15:15,39,,37.6
27/10/2023,15:15,27/10/2023,15:30,41,,42.1
27/10/2023,15:30,27/10/2023,15:45,61,,63.2
27/10/2023,15:45,27/10/2023,16:00,56,197,57.5
27/10/2023,16:00,27/10/2023,16:15,40,,42.8
27/10/2023,16:15,27/10/2023,16:30,63,,65.3
27/10/2023,16:30,27/10/2023,16:45,35,,38.6
27/10/2023,16:45,27/10/2023,17:00,22,160,23
27/10/2023,17:00,27/10/2023,17:15,38,,39.4
27/10/2023,17:15,27/10/2023,17:30,83,,86.7
27/10/2023,17:30,27/10/2023,17:45,28,,28
27/10/2023,17:45,27/10/2023,18:00,43,192,44.7
27/10/2023,18:00,27/10/2023,18:15,51,,52.1
27/10/2023,18:15,27/10/2023,18:30,37,,38.7
27/10/2023,18:30,27/10/2023,18:45,52,,56.6
27/10/2023,18:45,27/10/2023,19:00,66,206,71.3
27/10/2023,19:00,27/10/2023,19:15,41,,45.6
27/10/2023,19:15,27/10/2023,19:30,39,,41.4
27/10/2023,19:30,27/10/2023,19:45,27,,30.6
27/10/2023,19:45,27/10/2023,20:00,77,184,86
27/10/2023,20:00,27/10/2023,20:15,51,,54.6
27/10/2023,20:15,27/10/2023,20:30,39,,39.4
27/10/2023,20:30,27/10/2023,20:45,30,,32
27/10/2023,20:45,27/10/2023,21:00,32,152,31.4
27/10/2023,21:00,27/10/2023,21:15,29,,33
27/10/2023,21:15,27/10/2023,21:30,41,,44.4
27/10/2023,21:30,27/10/2023,21:45,44,,48
27/10/2023,21:45,27/10/2023,22:00,34,148,38
27/10/2023,22:00,27/10/2023,22:15,30,,30
27/10/2023,22:15,27/10/2023,22:30,23,,27
27/10/2023,22:30,27/10/2023,22:45,28,,29
27/10/2023,22:45,27/10/2023,23:00,32,113,34
27/10/2023,23:00,27/10/2023,23:15,45,,49
27/10/2023,23:15,27/10/2023,23:30,26,,29.3
27/10/2023,23:30,27/10/2023,23:45,42,,45
27/10/2023,23:45,28/10/2023,00:00,38,151,41
28/10/2023,00:00,28/10/2023,00:15,26,,26.7
28/10/2023,00:15,28/10/2023,00:30,17,,19
28/10/2023,00:30,28/10/2023,00:45,13,,15.3
28/10/2023,00:45,28/10/2023,01:00,16,72,17
28/10/2023,01:00,28/10/2023,01:15,19,,21.3
28/10/2023,01:15,28/10/2023,01:30,16,,17
28/10/2023,01:30,28/10/2023,01:45,6,,7
28/10/2023,01:45,28/10/2023,02:00,8,49,8
28/10/2023,02:00,28/10/2023,02:15,11,,11
28/10/2023,02:15,28/10/2023,02:30,8,,8
28/10/2023,02:30,28/10/2023,02:45,5,,5
28/10/2023,02:45,28/10/2023,03:00,3,27,4
28/10/2023,03:00,28/10/2023,03:15,5,,5
28/10/2023,03:15,28/10/2023,03:30,14,,16.3
28/10/2023,03:30,28/10/2023,03:45,15,,16
28/10/2023,03:45,28/10/2023,04:00,17,51,19.3
28/10/2023,04:00,28/10/2023,04:15,9,,10
28/10/2023,04:15,28/10/2023,04:30,11,,13.3
28/10/2023,04:30,28/10/2023,04:45,15,,15
28/10/2023,04:45,28/10/2023,05:00,14,49,16
28/10/2023,05:00,28/10/2023,05:15,16,,16
28/10/2023,05:15,28/10/2023,05:30,27,,27
28/10/2023,05:30,28/10/2023,05:45,41,,41.7
28/10/2023,05:45,28/10/2023,06:00,38,122,38
28/10/2023,06:00,28/10/2023,06:15,60,,65.9
28/10/2023,06:15,28/10/2023,06:30,78,,79
28/10/2023,06:30,28/10/2023,06:45,54,,55.3
28/10/2023,06:45,28/10/2023,07:00,74,266,78.3
28/10/2023,07:00,28/10/2023,07:15,84,,87.7
28/10/2023,07:15,28/10/2023,07:30,65,,65.8
28/10/2023,07:30,28/10/2023,07:45,83,,85.3
28/10/2023,07:45,28/10/2023,08:00,41,273,44
28/10/2023,08:00,28/10/2023,08:15,16,,16.7
28/10/2023,08:15,28/10/2023,08:30,35,,35.9
28/10/2023,08:30,28/10/2023,08:45,31,,32.2
28/10/2023,08:45,28/10/2023,09:00,35,117,36
28/10/2023,09:00,28/10/2023,09:15,47,,46.2
28/10/2023,09:15,28/10/2023,09:30,47,,50
28/10/2023,09:30,28/10/2023,09:45,44,,43.2
28/10/2023,09:45,28/10/2023,10:00,48,186,47.8
28/10/2023,10:00,28/10/2023,10:15,41,,40
28/10/2023,10:15,28/10/2023,10:30,43,,43.5
28/10/2023,10:30,28/10/2023,10:45,39,,39.7
28/10/2023,10:45,28/10/2023,11:00,40,163,39.4
28/10/2023,11:00,28/10/2023,11:15,50,,53.3
28/10/2023,11:15,28/10/2023,11:30,32,,31.4
28/10/2023,11:30,28/10/2023,11:45,44,,46.6
28/10/2023,11:45,28/10/2023,12:00,46,172,45.2
28/10/2023,12:00,28/10/2023,12:15,25,,25.4
28/10/2023,12:15,28/10/2023,12:30,42,,44.5
28/10/2023,12:30,28/10/2023,12:45,30,,29.4
28/10/2023,12:45,28/10/2023,13:00,43,140,42.2
28/10/2023,13:00,28/10/2023,13:15,13,,14
28/10/2023,13:15,28/10/2023,13:30,34,,33.4
28/10/2023,13:30,28/10/2023,13:45,32,,34.6
28/10/2023,13:45,28/10/2023,14:00,20,99,22
28/10/2023,14:00,28/10/2023,14:15,33,,32.4
28/10/2023,14:15,28/10/2023,14:30,29,,30
28/10/2023,14:30,28/10/2023,14:45,22,,21.4
28/10/2023,14:45,28/10/2023,15:00,25,109,26.3
28/10/2023,15:00,28/10/2023,15:15,15,,15
28/10/2023,15:15,28/10/2023,15:30,45,,43.8
28/10/2023,15:30,28/10/2023,15:45,27,,25.2
28/10/2023,15:45,28/10/2023,16:00,47,134,49.4
28/10/2023,16:00,28/10/2023,16:15,16,,16.4
28/10/2023,16:15,28/10/2023,16:30,33,,33
28/10/2023,16:30,28/10/2023,16:45,31,,31
28/10/2023,16:45,28/10/2023,17:00,36,116,38.4
28/10/2023,17:00,28/10/2023,17:15,33,,31.4
28/10/2023,17:15,28/10/2023,17:30,50,,48.8
28/10/2023,17:30,28/10/2023,17:45,24,,25
28/10/2023,17:45,28/10/2023,18:00,26,133,24.8
28/10/2023,18:00,28/10/2023,18:15,36,,35.6
28/10/2023,18:15,28/10/2023,18:30,41,,41.8
28/10/2023,18:30,28/10/2023,18:45,35,,34.4
28/10/2023,18:45,28/10/2023,19:00,40,152,42
28/10/2023,19:00,28/10/2023,19:15,24,,24
28/10/2023,19:15,28/10/2023,19:30,43,,42.4
28/10/2023,19:30,28/10/2023,19:45,39,,41
28/10/2023,19:45,28/10/2023,20:00,43,149,43.4
28/10/2023,20:00,28/10/2023,20:15,31,,32.7
28/10/2023,20:15,28/10/2023,20:30,19,,18.4
28/10/2023,20:30,28/10/2023,20:45,18,,20
28/10/2023,20:45,28/10/2023,21:00,36,104,36.4
28/10/2023,21:00,28/10/2023,21:15,42,,44.4
28/10/2023,21:15,28/10/2023,21:30,34,,37.4
28/10/2023,21:30,28/10/2023,21:45,19,,21
28/10/2023,21:45,28/10/2023,22:00,26,121,27
28/10/2023,22:00,28/10/2023,22:15,23,,23
28/10/2023,22:15,28/10/2023,22:30,19,,20.3
28/10/2023,22:30,28/10/2023,22:45,30,,34
28/10/2023,22:45,28/10/2023,23:00,37,109,37.4
28/10/2023,23:00,28/10/2023,23:15,29,,31.3
28/10/2023,23:15,28/10/2023,23:30,26,,30
28/10/2023,23:30,28/10/2023,23:45,18,,19
28/10/2023,23:45,29/10/2023,00:00,22,95,22
29/10/2023,00:00,29/10/2023,00:15,15,,17
29/10/2023,00:15,29/10/2023,00:30,10,,10
29/10/2023,00:30,29/10/2023,00:45,19,,19
29/10/2023,00:45,29/10/2023,01:00,17,61,18
29/10/2023,01:00,29/10/2023,01:15,12,,12
29/10/2023,01:15,29/10/2023,01:30,17,,18
29/10/2023,01:30,29/10/2023,01:45,9,,9
29/10/2023,01:45,29/10/2023,02:00,1,39,1
29/10/2023,02:00,29/10/2023,02:15,3,,3
29/10/2023,02:00,29/10/2023,02:15,10,,10
29/10/2023,02:15,29/10/2023,02:30,7,,7
29/10/2023,02:15,29/10/2023,02:30,11,,10.4
29/10/2023,02:30,29/10/2023,02:45,11,,12
29/10/2023,02:30,29/10/2023,02:45,6,,6
29/10/2023,02:45,29/10/2023,03:00,5,33,6.3
29/10/2023,02:45,29/10/2023,03:00,8,30,8
29/10/2023,03:00,29/10/2023,03:15,8,,8
29/10/2023,03:15,29/10/2023,03:30,11,,15.9
29/10/2023,03:30,29/10/2023,03:45,14,,16.6
29/10/2023,03:45,29/10/2023,04:00,7,40,7
29/10/2023,04:00,29/10/2023,04:15,12,,13
29/10/2023,04:15,29/10/2023,04:30,17,,18.3
29/10/2023,04:30,29/10/2023,04:45,20,,20
29/10/2023,04:45,29/10/2023,05:00,29,78,30
29/10/2023,05:00,29/10/2023,05:15,39,,41.7
29/10/2023,05:15,29/10/2023,05:30,37,,38.3
29/10/2023,05:30,29/10/2023,05:45,39,,39
29/10/2023,05:45,29/10/2023,06:00,35,150,39.9
29/10/2023,06:00,29/10/2023,06:15,39,,47.2
29/10/2023,06:15,29/10/2023,06:30,56,,52.2
29/10/2023,06:30,29/10/2023,06:45,25,,27
29/10/2023,06:45,29/10/2023,07:00,49,169,49.4
29/10/2023,07:00,29/10/2023,07:15,29,,30
29/10/2023,07:15,29/10/2023,07:30,41,,39.7
29/10/2023,07:30,29/10/2023,07:45,47,,48
29/10/2023,07:45,29/10/2023,08:00,30,147,32.5
29/10/2023,08:00,29/10/2023,08:15,51,,50.9
29/10/2023,08:15,29/10/2023,08:30,33,,31
29/10/2023,08:30,29/10/2023,08:45,51,,48
29/10/2023,08:45,29/10/2023,09:00,18,153,19.1
29/10/2023,09:00,29/10/2023,09:15,41,,42.8
29/10/2023,09:15,29/10/2023,09:30,54,,52
29/10/2023,09:30,29/10/2023,09:45,29,,28.2
29/10/2023,09:45,29/10/2023,10:00,28,152,26
29/10/2023,10:00,29/10/2023,10:15,27,,26.5
29/10/2023,10:15,29/10/2023,10:30,32,,28.2
29/10/2023,10:30,29/10/2023,10:45,39,,39.4
29/10/2023,10:45,29/10/2023,11:00,37,135,36.2
29/10/2023,11:00,29/10/2023,11:15,27,,26.4
29/10/2023,11:15,29/10/2023,11:30,30,,26.4
29/10/2023,11:30,29/10/2023,11:45,31,,31.7
29/10/2023,11:45,29/10/2023,12:00,23,111,22.5
29/10/2023,12:00,29/10/2023,12:15,26,,26.4
29/10/2023,12:15,29/10/2023,12:30,41,,39.8
29/10/2023,12:30,29/10/2023,12:45,35,,33
29/10/2023,12:45,29/10/2023,13:00,39,141,38.2
29/10/2023,13:00,29/10/2023,13:15,24,,25.4
29/10/2023,13:15,29/10/2023,13:30,32,,31.4
29/10/2023,13:30,29/10/2023,13:45,20,,20.2
29/10/2023,13:45,29/10/2023,14:00,28,104,30
29/10/2023,14:00,29/10/2023,14:15,30,,29.4
29/10/2023,14:15,29/10/2023,14:30,30,,31
29/10/2023,14:30,29/10/2023,14:45,32,,33.3
29/10/2023,15:45,29/10/2023,16:00,0,92,0
29/10/2023,16:00,29/10/2023,16:15,0,,0
29/10/2023,16:15,29/10/2023,16:30,0,,0
29/10/2023,16:30,29/10/2023,16:45,0,,0
29/10/2023,16:45,29/10/2023,17:00,0,0,0
29/10/2023,17:00,29/10/2023,17:15,0,,0
29/10/2023,17:15,29/10/2023,17:30,0,,0
29/10/2023,17:30,29/10/2023,17:45,0,,0
29/10/2023,17:45,29/10/2023,18:00,0,0,0
29/10/2023,18:00,29/10/2023,18:15,0,,0
29/10/2023,18:15,29/10/2023,18:30,0,,0
29/10/2023,18:30,29/10/2023,18:45,0,,0
29/10/2023,18:45,29/10/2023,19:00,0,0,0
29/10/2023,19:00,29/10/2023,19:15,0,,0
29/10/2023,19:15,29/10/2023,19:30,0,,0
29/10/2023,19:30,29/10/2023,19:45,0,,0
29/10/2023,19:45,29/10/2023,20:00,0,0,0
29/10/2023,20:00,29/10/2023,20:15,0,,0
29/10/2023,20:15,29/10/2023,20:30,0,,0
29/10/2023,20:30,29/10/2023,20:45,0,,0
29/10/2023,20:45,29/10/2023,21:00,0,0,0
29/10/2023,21:00,29/10/2023,21:15,0,,0
29/10/2023,21:15,29/10/2023,21:30,0,,0
29/10/2023,21:30,29/10/2023,21:45,0,,0
29/10/2023,21:45,29/10/2023,22:00,0,0,0
29/10/2023,22:00,29/10/2023,22:15,0,,0
29/10/2023,22:15,29/10/2023,22:30,0,,0
29/10/2023,22:30,29/10/2023,22:45,0,,0
29/10/2023,22:45,29/10/2023,23:00,0,0,0
29/10/2023,23:00,29/10/2023,23:15,0,,0
29/10/2023,23:15,29/10/2023,23:30,0,,0
29/10/2023,23:30,29/10/2023,23:45,0,,0
29/10/2023,23:45,30/10/2023,00:00,0,0,0
30/10/2023,00:00,30/10/2023,00:15,0,,0
30/10/2023,00:15,30/10/2023,00:30,0,,0
30/10/2023,00:30,30/10/2023,00:45,0,,0
30/10/2023,00:45,30/10/2023,01:00,0,0,0
30/10/2023,01:00,30/10/2023,01:15,0,,0
30/10/2023,01:15,30/10/2023,01:30,0,,0
30/10/2023,01:30,30/10/2023,01:45,0,,0
30/10/2023,01:45,30/10/2023,02:00,0,0,0
30/10/2023,02:00,30/10/2023,02:15,0,,0
30/10/2023,02:15,30/10/2023,02:30,0,,0
30/10/2023,02:30,30/10/2023,02:45,0,,0
30/10/2023,02:45,30/10/2023,03:00,0,0,0
30/10/2023,03:00,30/10/2023,03:15,0,,0
30/10/2023,03:15,30/10/2023,03:30,0,,0
30/10/2023,03:30,30/10/2023,03:45,0,,0
30/10/2023,03:45,30/10/2023,04:00,0,0,0
30/10/2023,04:00,30/10/2023,04:15,0,,0
30/10/2023,04:15,30/10/2023,04:30,0,,0
30/10/2023,04:30,30/10/2023,04:45,0,,0
30/10/2023,04:45,30/10/2023,05:00,0,0,0
30/10/2023,05:00,30/10/2023,05:15,0,,0
30/10/2023,05:15,30/10/2023,05:30,0,,0
30/10/2023,05:30,30/10/2023,05:45,0,,0
30/10/2023,05:45,30/10/2023,06:00,0,0,0
30/10/2023,06:00,30/10/2023,06:15,0,,0
30/10/2023,06:15,30/10/2023,06:30,0,,0
30/10/2023,06:30,30/10/2023,06:45,0,,0
30/10/2023,06:45,30/10/2023,07:00,0,0,0
30/10/2023,07:00,30/10/2023,07:15,0,,0
30/10/2023,07:15,30/10/2023,07:30,0,,0
30/10/2023,07:30,30/10/2023,07:45,0,,0
30/10/2023,07:45,30/10/2023,08:00,0,0,0
30/10/2023,08:00,30/10/2023,08:15,0,,0
30/10/2023,08:15,30/10/2023,08:30,0,,0
30/10/2023,08:30,30/10/2023,08:45,0,,0
30/10/2023,08:45,30/10/2023,09:00,0,0,0
30/10/2023,09:00,30/10/2023,09:15,0,,0
30/10/2023,09:15,30/10/2023,09:30,0,,0
30/10/2023,09:30,30/10/2023,09:45,0,,0
30/10/2023,09:45,30/10/2023,10:00,0,0,0
30/10/2023,10:00,30/10/2023,10:15,0,,0
30/10/2023,10:15,30/10/2023,10:30,0,,0
30/10/2023,10:30,30/10/2023,10:45,0,,0
30/10/2023,10:45,30/10/2023,11:00,0,0,0
30/10/2023,11:00,30/10/2023,11:15,0,,0
30/10/2023,11:15,30/10/2023,11:30,0,,0
30/10/2023,11:30,30/10/2023,11:45,0,,0
30/10/2023,11:45,30/10/2023,12:00,0,0,0
30/10/2023,12:00,30/10/2023,12:15,0,,0
30/10/2023,12:15,30/10/2023,12:30,0,,0
30/10/2023,12:30,30/10/2023,12:45,0,,0
30/10/2023,12:45,30/10/2023,13:00,0,0,0
30/10/2023,13:00,30/10/2023,13:15,0,,0
30/10/2023,13:15,30/10/2023,13:30,0,,0
30/10/2023,13:30,30/10/2023,13:45,0,,0
30/10/2023,13:45,30/10/2023,14:00,0,0,0
30/10/2023,14:00,30/10/2023,14:15,0,,0
30/10/2023,14:15,30/10/2023,14:30,0,,0
30/10/2023,14:30,30/10/2023,14:45,0,,0
30/10/2023,14:45,30/10/2023,15:00,0,0,0
30/10/2023,15:00,30/10/2023,15:15,0,,0
30/10/2023,15:15,30/10/2023,15:30,0,,0
30/10/2023,15:30,30/10/2023,15:45,0,,0
30/10/2023,15:45,30/10/2023,16:00,0,0,0
30/10/2023,16:00,30/10/2023,16:15,22,,25
30/10/2023,16:15,30/10/2023,16:30,105,,105.9
30/10/2023,16:30,30/10/2023,16:45,85,,86.4
30/10/2023,16:45,30/10/2023,17:00,111,196,0
30/10/2023,17:00,30/10/2023,17:15,103,,111.1
30/10/2023,17:15,30/10/2023,17:30,78,,83.3
30/10/2023,17:30,30/10/2023,17:45,81,,87
30/10/2023,17:45,30/10/2023,18:00,89,351,94.3
30/10/2023,18:00,30/10/2023,18:15,81,,80.2
30/10/2023,18:15,30/10/2023,18:30,76,,85.6
30/10/2023,18:30,30/10/2023,18:45,83,,87.7
30/10/2023,18:45,30/10/2023,19:00,52,292,53
30/10/2023,19:00,30/10/2023,19:15,67,,71.8
30/10/2023,19:15,30/10/2023,19:30,49,,52.3
30/10/2023,19:30,30/10/2023,19:45,60,,65.7
30/10/2023,19:45,30/10/2023,20:00,42,218,44.2
30/10/2023,20:00,30/10/2023,20:15,35,,41.3
30/10/2023,20:15,30/10/2023,20:30,27,,28.4
30/10/2023,20:30,30/10/2023,20:45,41,,42
30/10/2023,20:45,30/10/2023,21:00,32,135,37.4
30/10/2023,21:00,30/10/2023,21:15,27,,32.3
30/10/2023,21:15,30/10/2023,21:30,27,,29
30/10/2023,21:30,30/10/2023,21:45,21,,25
30/10/2023,21:45,30/10/2023,22:00,20,95,25
30/10/2023,22:00,30/10/2023,22:15,12,,12
30/10/2023,22:15,30/10/2023,22:30,18,,23
30/10/2023,22:30,30/10/2023,22:45,19,,19
30/10/2023,22:45,30/10/2023,23:00,16,65,18.8
30/10/2023,23:00,30/10/2023,23:15,18,,21
30/10/2023,23:15,30/10/2023,23:30,13,,16
30/10/2023,23:30,30/10/2023,23:45,13,,14
30/10/2023,23:45,31/10/2023,00:00,14,58,17
31/10/2023,00:00,31/10/2023,00:15,8,,8
31/10/2023,00:15,31/10/2023,00:30,4,,4
31/10/2023,00:30,31/10/2023,00:45,6,,7
31/10/2023,00:45,31/10/2023,01:00,2,20,2
31/10/2023,01:00,31/10/2023,01:15,7,,7
31/10/2023,01:15,31/10/2023,01:30,4,,4
31/10/2023,01:30,31/10/2023,01:45,1,,1
31/10/2023,01:45,31/10/2023,02:00,6,18,6
31/10/2023,02:00,31/10/2023,02:15,4,,5.3
31/10/2023,02:15,31/10/2023,02:30,3,,3
31/10/2023,02:30,31/10/2023,02:45,4,,4
31/10/2023,02:45,31/10/2023,03:00,1,12,1
31/10/2023,03:00,31/10/2023,03:15,3,,3
31/10/2023,03:15,31/10/2023,03:30,6,,6
31/10/2023,03:30,31/10/2023,03:45,13,,15
31/10/2023,03:45,31/10/2023,04:00,8,30,9
31/10/2023,04:00,31/10/2023,04:15,10,,10
31/10/2023,04:15,31/10/2023,04:30,19,,19
31/10/2023,04:30,31/10/2023,04:45,20,,20
31/10/2023,04:45,31/10/2023,05:00,32,81,35.6
31/10/2023,05:00,31/10/2023,05:15,43,,45.3
31/10/2023,05:15,31/10/2023,05:30,37,,38.3
31/10/2023,05:30,31/10/2023,05:45,46,,47.7
31/10/2023,05:45,31/10/2023,06:00,51,177,52.3
31/10/2023,06:00,31/10/2023,06:15,53,,55
31/10/2023,06:15,31/10/2023,06:30,83,,85.5
31/10/2023,06:30,31/10/2023,06:45,78,,77.9
31/10/2023,06:45,31/10/2023,07:00,86,300,89.5
31/10/2023,07:00,31/10/2023,07:15,100,,106.1
31/10/2023,07:15,31/10/2023,07:30,82,,81.7
31/10/2023,07:30,31/10/2023,07:45,61,,66.1
31/10/2023,07:45,31/10/2023,08:00,101,344,115.9
31/10/2023,08:00,31/10/2023,08:15,89,,97.4
31/10/2023,08:15,31/10/2023,08:30,102,,110.9
31/10/2023,08:30,31/10/2023,08:45,99,,110.1
31/10/2023,08:45,31/10/2023,09:00,93,383,100.1
31/10/2023,09:00,31/10/2023,09:15,138,,143.5
31/10/2023,09:15,31/10/2023,09:30,102,,103.1
31/10/2023,09:30,31/10/2023,09:45,132,,137.9
31/10/2023,09:45,31/10/2023,10:00,137,509,148.7
31/10/2023,10:00,31/10/2023,10:15,121,,125.1
31/10/2023,10:15,31/10/2023,10:30,151,,155.4
31/10/2023,10:30,31/10/2023,10:45,132,,138.6
31/10/2023,10:45,31/10/2023,11:00,114,518,119.6
31/10/2023,11:00,31/10/2023,11:15,114,,125.8
31/10/2023,11:15,31/10/2023,11:30,117,,124.6
31/10/2023,11:30,31/10/2023,11:45,97,,104.8
31/10/2023,11:45,31/10/2023,12:00,111,439,119.3
31/10/2023,12:00,31/10/2023,12:15,94,,99.1
31/10/2023,12:15,31/10/2023,12:30,95,,100.2
31/10/2023,12:30,31/10/2023,12:45,97,,99.6
31/10/2023,12:45,31/10/2023,13:00,102,388,103.1
31/10/2023,13:00,31/10/2023,13:15,108,,107.4
31/10/2023,13:15,31/10/2023,13:30,98,,96.5
31/10/2023,13:30,31/10/2023,13:45,90,,94.4
31/10/2023,13:45,31/10/2023,14:00,102,398,104.9
31/10/2023,14:00,31/10/2023,14:15,93,,103.6
31/10/2023,14:15,31/10/2023,14:30,93,,101.1
31/10/2023,14:30,31/10/2023,14:45,119,,122.7
31/10/2023,14:45,31/10/2023,15:00,81,386,82.1
31/10/2023,15:00,31/10/2023,15:15,90,,92.5
31/10/2023,15:15,31/10/2023,15:30,126,,131.4
31/10/2023,15:30,31/10/2023,15:45,101,,102.9
31/10/2023,15:45,31/10/2023,16:00,115,432,121.7
31/10/2023,16:00,31/10/2023,16:15,135,,136.3
31/10/2023,16:15,31/10/2023,16:30,132,,133.2
31/10/2023,16:30,31/10/2023,16:45,121,,121.2
31/10/2023,16:45,31/10/2023,17:00,141,529,142.4
31/10/2023,17:00,31/10/2023,17:15,110,,112.6
31/10/2023,17:15,31/10/2023,17:30,115,,117.8
31/10/2023,17:30,31/10/2023,17:45,102,,109.2
31/10/2023,17:45,31/10/2023,18:00,71,398,74.2
31/10/2023,18:00,31/10/2023,18:15,92,,91
31/10/2023,18:15,31/10/2023,18:30,88,,92.6
31/10/2023,18:30,31/10/2023,18:45,86,,92.7
31/10/2023,18:45,31/10/2023,19:00,90,356,91.9
31/10/2023,19:00,31/10/2023,19:15,83,,88.4
31/10/2023,19:15,31/10/2023,19:30,82,,87.8
31/10/2023,19:30,31/10/2023,19:45,69,,72
