"From","To","Total","pcu","Car","Light goods vehicle","Heavy goods vehicle","Bus","Motorcycle","Bicycle"
"2023-11-10T08:00:00+01:00","2023-11-10T08:15:00+01:00","74","84.3","59","5","1","9","0","0"
"2023-11-10T08:15:00+01:00","2023-11-10T08:30:00+01:00","102","111.6","79","14","2","7","0","0"
"2023-11-10T08:30:00+01:00","2023-11-10T08:45:00+01:00","108","118.2","88","8","0","11","0","1"
"2023-11-10T08:45:00+01:00","2023-11-10T09:00:00+01:00","117","121.0","104","9","0","4","0","0"
"2023-11-10T09:00:00+01:00","2023-11-10T09:15:00+01:00","92","102.3","69","13","1","9","0","0"
"2023-11-10T09:15:00+01:00","2023-11-10T09:30:00+01:00","106","119.7","79","12","1","13","1","0"
"2023-11-10T09:30:00+01:00","2023-11-10T09:45:00+01:00","98","103.3","83","10","1","4","0","0"
"2023-11-10T09:45:00+01:00","2023-11-10T10:00:00+01:00","115","121.7","91","16","1","6","1","0"
"2023-11-10T10:00:00+01:00","2023-11-10T10:15:00+01:00","83","91.3","68","6","3","5","1","0"
"2023-11-10T10:15:00+01:00","2023-11-10T10:30:00+01:00","104","104.2","87","12","0","2","3","0"
"2023-11-10T10:30:00+01:00","2023-11-10T10:45:00+01:00","115","125.0","90","13","4","6","2","0"
"2023-11-10T10:45:00+01:00","2023-11-10T11:00:00+01:00","112","118.4","96","7","2","5","2","0"
"2023-11-10T11:00:00+01:00","2023-11-10T11:15:00+01:00","91","97.3","75","10","1","5","0","0"
"2023-11-10T11:15:00+01:00","2023-11-10T11:30:00+01:00","112","119.6","89","11","2","7","2","1"
"2023-11-10T11:30:00+01:00","2023-11-10T11:45:00+01:00","113","118.5","95","7","3","4","4","0"
"2023-11-10T11:45:00+01:00","2023-11-10T12:00:00+01:00","79","82.4","63","11","0","4","1","0"
"2023-11-10T12:00:00+01:00","2023-11-10T12:15:00+01:00","87","95.4","65","11","2","7","2","0"
"2023-11-10T12:15:00+01:00","2023-11-10T12:30:00+01:00","95","99.1","78","10","1","4","2","0"
"2023-11-10T12:30:00+01:00","2023-11-10T12:45:00+01:00","78","83.4","61","10","0","6","1","0"
"2023-11-10T12:45:00+01:00","2023-11-10T13:00:00+01:00","78","80.7","67","7","1","2","1","0"
"2023-11-10T13:00:00+01:00","2023-11-10T13:15:00+01:00","80","88.0","62","10","0","8","0","0"
"2023-11-10T13:15:00+01:00","2023-11-10T13:30:00+01:00","98","104.7","77","13","1","6","1","0"
"2023-11-10T13:30:00+01:00","2023-11-10T13:45:00+01:00","81","84.5","66","10","1","3","0","1"
"2023-11-10T13:45:00+01:00","2023-11-10T14:00:00+01:00","92","98.6","74","12","2","4","0","0"
"2023-11-10T14:00:00+01:00","2023-11-10T14:15:00+01:00","87","97.6","69","8","2","8","0","0"
"2023-11-10T14:15:00+01:00","2023-11-10T14:30:00+01:00","73","77.6","59","10","2","2","0","0"
"2023-11-10T14:30:00+01:00","2023-11-10T14:45:00+01:00","114","120.4","93","13","0","7","1","0"
"2023-11-10T14:45:00+01:00","2023-11-10T15:00:00+01:00","81","84.0","73","5","0","3","0","0"
"2023-11-10T15:00:00+01:00","2023-11-10T15:15:00+01:00","83","89.3","71","6","1","5","0","0"
"2023-11-10T15:15:00+01:00","2023-11-10T15:30:00+01:00","99","109.7","80","7","1","10","1","0"
"2023-11-10T15:30:00+01:00","2023-11-10T15:45:00+01:00","111","120.6","89","13","2","7","0","0"
"2023-11-10T15:45:00+01:00","2023-11-10T16:00:00+01:00","128","132.5","108","14","1","4","0","1"
"2023-11-10T16:00:00+01:00","2023-11-10T16:15:00+01:00","114","125.4","84","15","4","8","3","0"
"2023-11-10T16:15:00+01:00","2023-11-10T16:30:00+01:00","138","144.7","110","19","3","4","2","0"
"2023-11-10T16:30:00+01:00","2023-11-10T16:45:00+01:00","94","97.8","81","6","0","5","2","0"
"2023-11-10T16:45:00+01:00","2023-11-10T17:00:00+01:00","125","129.2","108","8","0","6","3","0"
"2023-11-10T17:00:00+01:00","2023-11-10T17:15:00+01:00","116","123.6","100","9","2","5","0","0"
"2023-11-10T17:15:00+01:00","2023-11-10T17:30:00+01:00","110","112.8","99","5","0","4","2","0"
"2023-11-10T17:30:00+01:00","2023-11-10T17:45:00+01:00","99","104.3","91","2","3","2","1","0"
"2023-11-10T17:45:00+01:00","2023-11-10T18:00:00+01:00","107","112.4","97","2","2","4","2","0"
"2023-11-10T18:00:00+01:00","2023-11-10T18:15:00+01:00","92","97.1","81","2","3","3","3","0"
"2023-11-10T18:15:00+01:00","2023-11-10T18:30:00+01:00","115","116.5","106","3","1","2","3","0"
"2023-11-10T18:30:00+01:00","2023-11-10T18:45:00+01:00","132","138.3","116","2","1","8","5","0"
"2023-11-10T18:45:00+01:00","2023-11-10T19:00:00+01:00","100","99.3","90","3","1","1","5","0"
"2023-11-10T19:00:00+01:00","2023-11-10T19:15:00+01:00","88","89.5","81","1","1","2","3","0"
"2023-11-10T19:15:00+01:00","2023-11-10T19:30:00+01:00","115","120.6","100","3","0","8","4","0"
"2023-11-10T19:30:00+01:00","2023-11-10T19:45:00+01:00","96","98.5","87","2","1","3","3","0"
"2023-11-10T19:45:00+01:00","2023-11-10T20:00:00+01:00","93","93.9","84","2","1","2","4","0"
"2023-11-10T20:00:00+01:00","2023-11-10T20:15:00+01:00","84","90.2","72","1","0","8","3","0"
"2023-11-10T20:15:00+01:00","2023-11-10T20:30:00+01:00","56","58.4","52","0","0","3","1","0"
"2023-11-10T20:30:00+01:00","2023-11-10T20:45:00+01:00","69","75.0","61","1","2","4","1","0"
"2023-11-10T20:45:00+01:00","2023-11-10T21:00:00+01:00","42","42.1","38","1","1","0","2","0"
"2023-11-10T21:00:00+01:00","2023-11-10T21:15:00+01:00","63","66.4","57","1","0","4","1","0"
"2023-11-10T21:15:00+01:00","2023-11-10T21:30:00+01:00","44","48.2","35","0","0","6","3","0"
"2023-11-10T21:30:00+01:00","2023-11-10T21:45:00+01:00","47","51.7","41","0","1","4","1","0"
"2023-11-10T21:45:00+01:00","2023-11-10T22:00:00+01:00","41","45.8","33","0","0","6","2","0"
"2023-11-10T22:00:00+01:00","2023-11-10T22:15:00+01:00","39","39.8","35","0","0","2","2","0"
"2023-11-10T22:15:00+01:00","2023-11-10T22:30:00+01:00","45","46.3","36","0","1","3","5","0"
"2023-11-10T22:30:00+01:00","2023-11-10T22:45:00+01:00","33","32.8","29","1","0","1","2","0"
"2023-11-10T22:45:00+01:00","2023-11-10T23:00:00+01:00","36","37.5","29","1","1","2","3","0"
"2023-11-10T23:00:00+01:00","2023-11-10T23:15:00+01:00","34","33.7","25","0","1","2","6","0"
"2023-11-10T23:15:00+01:00","2023-11-10T23:30:00+01:00","27","27.8","23","0","0","2","2","0"
"2023-11-10T23:30:00+01:00","2023-11-10T23:45:00+01:00","44","46.0","42","0","0","2","0","0"
"2023-11-10T23:45:00+01:00","2023-11-11T00:00:00+01:00","36","39.5","28","0","1","4","3","0"
"2023-11-11T00:00:00+01:00","2023-11-11T00:15:00+01:00","19","17.8","16","1","0","0","2","0"
"2023-11-11T00:15:00+01:00","2023-11-11T00:30:00+01:00","21","23.0","19","0","0","2","0","0"
"2023-11-11T00:30:00+01:00","2023-11-11T00:45:00+01:00","19","18.4","17","1","0","0","1","0"
"2023-11-11T00:45:00+01:00","2023-11-11T01:00:00+01:00","12","13.3","11","0","1","0","0","0"
"2023-11-11T01:00:00+01:00","2023-11-11T01:15:00+01:00","15","13.8","13","0","0","0","2","0"
"2023-11-11T01:15:00+01:00","2023-11-11T01:30:00+01:00","12","11.8","9","0","0","1","2","0"
"2023-11-11T01:30:00+01:00","2023-11-11T01:45:00+01:00","16","14.8","14","0","0","0","2","0"
"2023-11-11T01:45:00+01:00","2023-11-11T02:00:00+01:00","12","13.0","11","0","0","1","0","0"
"2023-11-11T02:00:00+01:00","2023-11-11T02:15:00+01:00","5","5.0","5","0","0","0","0","0"
"2023-11-11T02:15:00+01:00","2023-11-11T02:30:00+01:00","6","7.0","5","0","0","1","0","0"
"2023-11-11T02:30:00+01:00","2023-11-11T02:45:00+01:00","9","9.1","6","0","1","0","2","0"
"2023-11-11T02:45:00+01:00","2023-11-11T03:00:00+01:00","7","6.8","3","1","0","1","2","0"
"2023-11-11T03:00:00+01:00","2023-11-11T03:15:00+01:00","4","3.4","3","0","0","0","1","0"
"2023-11-11T03:15:00+01:00","2023-11-11T03:30:00+01:00","13","15.6","10","1","2","0","0","0"
"2023-11-11T03:30:00+01:00","2023-11-11T03:45:00+01:00","11","12.0","9","1","0","1","0","0"
"2023-11-11T03:45:00+01:00","2023-11-11T04:00:00+01:00","13","14.4","10","0","0","2","1","0"
"2023-11-11T04:00:00+01:00","2023-11-11T04:15:00+01:00","10","10.0","9","1","0","0","0","0"
"2023-11-11T04:15:00+01:00","2023-11-11T04:30:00+01:00","8","8.0","8","0","0","0","0","0"
"2023-11-11T04:30:00+01:00","2023-11-11T04:45:00+01:00","24","24.4","21","1","0","1","1","0"
"2023-11-11T04:45:00+01:00","2023-11-11T05:00:00+01:00","29","30.0","26","2","0","1","0","0"
"2023-11-11T05:00:00+01:00","2023-11-11T05:15:00+01:00","42","44.4","37","1","0","3","1","0"
"2023-11-11T05:15:00+01:00","2023-11-11T05:30:00+01:00","55","59.0","44","5","4","0","2","0"
"2023-11-11T05:30:00+01:00","2023-11-11T05:45:00+01:00","48","49.0","45","2","0","1","0","0"
"2023-11-11T05:45:00+01:00","2023-11-11T06:00:00+01:00","36","41.6","27","3","4","1","1","0"
"2023-11-11T06:00:00+01:00","2023-11-11T06:15:00+01:00","54","56.0","47","5","0","2","0","0"
"2023-11-11T06:15:00+01:00","2023-11-11T06:30:00+01:00","64","67.3","52","9","1","2","0","0"
"2023-11-11T06:30:00+01:00","2023-11-11T06:45:00+01:00","80","82.3","66","12","1","1","0","0"
"2023-11-11T06:45:00+01:00","2023-11-11T07:00:00+01:00","87","90.0","72","12","0","3","0","0"
"2023-11-11T07:00:00+01:00","2023-11-11T07:15:00+01:00","74","77.4","63","6","0","4","1","0"
"2023-11-11T07:15:00+01:00","2023-11-11T07:30:00+01:00","61","64.3","50","8","1","2","0","0"
"2023-11-11T07:30:00+01:00","2023-11-11T07:45:00+01:00","77","79.2","68","5","0","3","0","1"
"2023-11-11T07:45:00+01:00","2023-11-11T08:00:00+01:00","94","97.3","79","12","1","2","0","0"
"2023-11-11T08:00:00+01:00","2023-11-11T08:15:00+01:00","73","79.1","56","8","1","6","2","0"
"2023-11-11T08:15:00+01:00","2023-11-11T08:30:00+01:00","83","86.2","69","9","0","4","0","1"
"2023-11-11T08:30:00+01:00","2023-11-11T08:45:00+01:00","100","107.4","83","8","0","8","1","0"
"2023-11-11T08:45:00+01:00","2023-11-11T09:00:00+01:00","93","95.3","83","8","1","1","0","0"
"2023-11-11T09:00:00+01:00","2023-11-11T09:15:00+01:00","127","136.0","102","15","2","7","1","0"
"2023-11-11T09:15:00+01:00","2023-11-11T09:30:00+01:00","111","115.3","92","15","1","3","0","0"
"2023-11-11T09:30:00+01:00","2023-11-11T09:45:00+01:00","103","106.0","95","5","0","3","0","0"
"2023-11-11T09:45:00+01:00","2023-11-11T10:00:00+01:00","135","141.9","118","11","3","3","0","0"
"2023-11-11T10:00:00+01:00","2023-11-11T10:15:00+01:00","91","91.4","83","6","0","1","1","0"
"2023-11-11T10:15:00+01:00","2023-11-11T10:30:00+01:00","110","114.3","96","9","3","1","1","0"
"2023-11-11T10:30:00+01:00","2023-11-11T10:45:00+01:00","119","125.3","103","10","1","5","0","0"
"2023-11-11T10:45:00+01:00","2023-11-11T11:00:00+01:00","145","146.6","123","13","2","2","5","0"
"2023-11-11T11:00:00+01:00","2023-11-11T11:15:00+01:00","103","103.8","91","8","0","2","2","0"
"2023-11-11T11:15:00+01:00","2023-11-11T11:30:00+01:00","110","111.7","106","1","1","1","1","0"
"2023-11-11T11:30:00+01:00","2023-11-11T11:45:00+01:00","122","126.4","106","9","2","3","2","0"
"2023-11-11T11:45:00+01:00","2023-11-11T12:00:00+01:00","119","124.4","107","5","0","6","1","0"
"2023-11-11T12:00:00+01:00","2023-11-11T12:15:00+01:00","123","131.2","105","8","0","9","0","1"
"2023-11-11T12:15:00+01:00","2023-11-11T12:30:00+01:00","93","95.0","82","9","0","2","0","0"
"2023-11-11T12:30:00+01:00","2023-11-11T12:45:00+01:00","84","87.0","76","5","0","3","0","0"
"2023-11-11T12:45:00+01:00","2023-11-11T13:00:00+01:00","92","93.4","81","8","0","2","1","0"
"2023-11-11T13:00:00+01:00","2023-11-11T13:15:00+01:00","90","93.0","82","5","0","3","0","0"
"2023-11-11T13:15:00+01:00","2023-11-11T13:30:00+01:00","81","84.0","73","5","0","3","0","0"
"2023-11-11T13:30:00+01:00","2023-11-11T13:45:00+01:00","85","85.8","76","5","0","2","2","0"
"2023-11-11T13:45:00+01:00","2023-11-11T14:00:00+01:00","90","94.3","81","5","1","3","0","0"
"2023-11-11T14:00:00+01:00","2023-11-11T14:15:00+01:00","73","78.0","66","2","0","5","0","0"
"2023-11-11T14:15:00+01:00","2023-11-11T14:30:00+01:00","75","76.4","66","6","0","2","1","0"
"2023-11-11T14:30:00+01:00","2023-11-11T14:45:00+01:00","92","96.3","82","6","1","3","0","0"
"2023-11-11T14:45:00+01:00","2023-11-11T15:00:00+01:00","57","61.7","43","8","1","4","1","0"
"2023-11-11T15:00:00+01:00","2023-11-11T15:15:00+01:00","69","71.0","63","4","0","2","0","0"
"2023-11-11T15:15:00+01:00","2023-11-11T15:30:00+01:00","101","105.0","81","16","0","4","0","0"
"2023-11-11T15:30:00+01:00","2023-11-11T15:45:00+01:00","83","88.3","73","5","1","4","0","0"
"2023-11-11T15:45:00+01:00","2023-11-11T16:00:00+01:00","72","73.0","67","4","0","1","0","0"
"2023-11-11T16:00:00+01:00","2023-11-11T16:15:00+01:00","90","94.0","78","8","0","4","0","0"
"2023-11-11T16:15:00+01:00","2023-11-11T16:30:00+01:00","109","112.4","89","15","0","4","1","0"
"2023-11-11T16:30:00+01:00","2023-11-11T16:45:00+01:00","105","108.0","90","12","0","3","0","0"
"2023-11-11T16:45:00+01:00","2023-11-11T17:00:00+01:00","93","96.4","79","9","0","4","1","0"
"2023-11-11T17:00:00+01:00","2023-11-11T17:15:00+01:00","83","87.0","75","4","0","4","0","0"
"2023-11-11T17:15:00+01:00","2023-11-11T17:30:00+01:00","83","84.4","77","3","0","2","1","0"
"2023-11-11T17:30:00+01:00","2023-11-11T17:45:00+01:00","73","75.4","68","1","0","3","1","0"
"2023-11-11T17:45:00+01:00","2023-11-11T18:00:00+01:00","103","105.5","96","0","1","3","3","0"
"2023-11-11T18:00:00+01:00","2023-11-11T18:15:00+01:00","86","88.7","80","2","1","2","1","0"
"2023-11-11T18:15:00+01:00","2023-11-11T18:30:00+01:00","92","91.2","88","0","0","1","3","0"
"2023-11-11T18:30:00+01:00","2023-11-11T18:45:00+01:00","70","76.0","62","1","2","4","1","0"
"2023-11-11T18:45:00+01:00","2023-11-11T19:00:00+01:00","80","79.6","74","3","0","1","1","1"
"2023-11-11T19:00:00+01:00","2023-11-11T19:15:00+01:00","79","80.0","72","0","2","1","3","1"
"2023-11-11T19:15:00+01:00","2023-11-11T19:30:00+01:00","66","68.8","58","2","0","4","2","0"
"2023-11-11T19:30:00+01:00","2023-11-11T19:45:00+01:00","79","80.4","76","0","0","2","1","0"
"2023-11-11T19:45:00+01:00","2023-11-11T20:00:00+01:00","76","79.1","67","3","1","3","2","0"
"2023-11-11T20:00:00+01:00","2023-11-11T20:15:00+01:00","53","54.9","48","0","1","2","1","1"
"2023-11-11T20:15:00+01:00","2023-11-11T20:30:00+01:00","55","58.4","50","0","0","4","1","0"
"2023-11-11T20:30:00+01:00","2023-11-11T20:45:00+01:00","50","50.8","45","1","0","2","2","0"
"2023-11-11T20:45:00+01:00","2023-11-11T21:00:00+01:00","48","49.4","45","0","0","2","1","0"
"2023-11-11T21:00:00+01:00","2023-11-11T21:15:00+01:00","46","46.8","42","0","0","2","2","0"
"2023-11-11T21:15:00+01:00","2023-11-11T21:30:00+01:00","22","27.3","17","0","1","4","0","0"
"2023-11-11T21:30:00+01:00","2023-11-11T21:45:00+01:00","36","37.4","33","0","0","2","1","0"
"2023-11-11T21:45:00+01:00","2023-11-11T22:00:00+01:00","27","33.3","20","1","1","5","0","0"
"2023-11-11T22:00:00+01:00","2023-11-11T22:15:00+01:00","23","25.3","21","0","1","1","0","0"
"2023-11-11T22:15:00+01:00","2023-11-11T22:30:00+01:00","32","32.4","30","0","0","1","1","0"
"2023-11-11T22:30:00+01:00","2023-11-11T22:45:00+01:00","23","26.0","20","0","0","3","0","0"
"2023-11-11T22:45:00+01:00","2023-11-11T23:00:00+01:00","31","31.4","29","0","0","1","1","0"
"2023-11-11T23:00:00+01:00","2023-11-11T23:15:00+01:00","30","32.4","26","0","0","3","1","0"
"2023-11-11T23:15:00+01:00","2023-11-11T23:30:00+01:00","26","29.4","21","0","0","4","1","0"
"2023-11-11T23:30:00+01:00","2023-11-11T23:45:00+01:00","37","38.7","33","1","1","1","1","0"
"2023-11-11T23:45:00+01:00","2023-11-12T00:00:00+01:00","36","36.4","34","0","0","1","1","0"
"2023-11-12T00:00:00+01:00","2023-11-12T00:15:00+01:00","17","16.4","16","0","0","0","1","0"
"2023-11-12T00:15:00+01:00","2023-11-12T00:30:00+01:00","18","18.0","18","0","0","0","0","0"
"2023-11-12T00:30:00+01:00","2023-11-12T00:45:00+01:00","15","16.3","13","1","1","0","0","0"
"2023-11-12T00:45:00+01:00","2023-11-12T01:00:00+01:00","20","19.4","19","0","0","0","1","0"
"2023-11-12T01:00:00+01:00","2023-11-12T01:15:00+01:00","23","23.0","22","1","0","0","0","0"
"2023-11-12T01:15:00+01:00","2023-11-12T01:30:00+01:00","13","13.4","11","0","0","1","1","0"
"2023-11-12T01:30:00+01:00","2023-11-12T01:45:00+01:00","9","8.4","8","0","0","0","1","0"
"2023-11-12T01:45:00+01:00","2023-11-12T02:00:00+01:00","18","18.4","16","0","0","1","1","0"
"2023-11-12T02:00:00+01:00","2023-11-12T02:15:00+01:00","14","13.4","13","0","0","0","1","0"
"2023-11-12T02:15:00+01:00","2023-11-12T02:30:00+01:00","15","15.4","13","0","0","1","1","0"
"2023-11-12T02:30:00+01:00","2023-11-12T02:45:00+01:00","5","6.0","4","0","0","1","0","0"
"2023-11-12T02:45:00+01:00","2023-11-12T03:00:00+01:00","7","9.0","5","0","0","2","0","0"
"2023-11-12T03:00:00+01:00","2023-11-12T03:15:00+01:00","5","5.0","5","0","0","0","0","0"
"2023-11-12T03:15:00+01:00","2023-11-12T03:30:00+01:00","15","13.8","13","0","0","0","2","0"
"2023-11-12T03:30:00+01:00","2023-11-12T03:45:00+01:00","16","16.7","14","0","1","0","1","0"
"2023-11-12T03:45:00+01:00","2023-11-12T04:00:00+01:00","11","13.3","8","1","1","1","0","0"
"2023-11-12T04:00:00+01:00","2023-11-12T04:15:00+01:00","4","3.4","3","0","0","0","1","0"
"2023-11-12T04:15:00+01:00","2023-11-12T04:30:00+01:00","18","19.3","15","2","1","0","0","0"
"2023-11-12T04:30:00+01:00","2023-11-12T04:45:00+01:00","17","16.4","15","1","0","0","1","0"
"2023-11-12T04:45:00+01:00","2023-11-12T05:00:00+01:00","21","21.0","21","0","0","0","0","0"
"2023-11-12T05:00:00+01:00","2023-11-12T05:15:00+01:00","44","45.1","38","2","1","1","2","0"
"2023-11-12T05:15:00+01:00","2023-11-12T05:30:00+01:00","45","46.4","37","4","2","0","2","0"
"2023-11-12T05:30:00+01:00","2023-11-12T05:45:00+01:00","37","38.3","35","1","1","0","0","0"
"2023-11-12T05:45:00+01:00","2023-11-12T06:00:00+01:00","35","34.4","32","2","0","0","1","0"
"2023-11-12T06:00:00+01:00","2023-11-12T06:15:00+01:00","34","37.7","28","1","1","3","1","0"
"2023-11-12T06:15:00+01:00","2023-11-12T06:30:00+01:00","47","49.7","39","4","1","2","1","0"
"2023-11-12T06:30:00+01:00","2023-11-12T06:45:00+01:00","40","41.4","31","6","0","2","1","0"
"2023-11-12T06:45:00+01:00","2023-11-12T07:00:00+01:00","42","42.4","33","7","0","1","1","0"
"2023-11-12T07:00:00+01:00","2023-11-12T07:15:00+01:00","49","52.0","45","1","0","3","0","0"
"2023-11-12T07:15:00+01:00","2023-11-12T07:30:00+01:00","49","49.2","44","0","0","2","3","0"
"2023-11-12T07:30:00+01:00","2023-11-12T07:45:00+01:00","74","82.6","60","6","2","6","0","0"
"2023-11-12T07:45:00+01:00","2023-11-12T08:00:00+01:00","73","75.7","64","5","1","2","1","0"
"2023-11-12T08:00:00+01:00","2023-11-12T08:15:00+01:00","73","75.2","60","5","2","2","4","0"
"2023-11-12T08:15:00+01:00","2023-11-12T08:30:00+01:00","97","106.7","79","7","1","9","1","0"
"2023-11-12T08:30:00+01:00","2023-11-12T08:45:00+01:00","111","118.2","95","4","0","9","3","0"
"2023-11-12T08:45:00+01:00","2023-11-12T09:00:00+01:00","102","101.8","91","8","0","1","2","0"
"2023-11-12T09:00:00+01:00","2023-11-12T09:15:00+01:00","102","103.2","91","5","0","3","3","0"
"2023-11-12T09:15:00+01:00","2023-11-12T09:30:00+01:00","96","97.6","79","9","0","4","4","0"
"2023-11-12T09:30:00+01:00","2023-11-12T09:45:00+01:00","87","87.1","71","3","1","4","6","2"
"2023-11-12T09:45:00+01:00","2023-11-12T10:00:00+01:00","101","102.2","97","1","0","2","0","1"
"2023-11-12T10:00:00+01:00","2023-11-12T10:15:00+01:00","115","115.0","104","1","0","4","4","2"
"2023-11-12T10:15:00+01:00","2023-11-12T10:30:00+01:00","138","140.4","128","6","0","3","1","0"
"2023-11-12T10:30:00+01:00","2023-11-12T10:45:00+01:00","105","107.6","90","5","2","3","5","0"
"2023-11-12T10:45:00+01:00","2023-11-12T11:00:00+01:00","101","102.8","92","4","0","3","2","0"
"2023-11-12T11:00:00+01:00","2023-11-12T11:15:00+01:00","100","98.8","96","2","0","0","2","0"
"2023-11-12T11:15:00+01:00","2023-11-12T11:30:00+01:00","96","98.0","89","5","0","2","0","0"
"2023-11-12T11:30:00+01:00","2023-11-12T11:45:00+01:00","88","90.4","83","1","0","3","1","0"
"2023-11-12T11:45:00+01:00","2023-11-12T12:00:00+01:00","103","103.4","94","7","0","1","1","0"
"2023-11-12T12:00:00+01:00","2023-11-12T12:15:00+01:00","92","95.4","85","2","0","4","1","0"
"2023-11-12T12:15:00+01:00","2023-11-12T12:30:00+01:00","124","124.2","117","2","0","2","3","0"
"2023-11-12T12:30:00+01:00","2023-11-12T12:45:00+01:00","89","91.4","79","6","0","3","1","0"
"2023-11-12T12:45:00+01:00","2023-11-12T13:00:00+01:00","116","116.8","105","7","0","2","2","0"
"2023-11-12T13:00:00+01:00","2023-11-12T13:15:00+01:00","88","89.0","86","1","0","1","0","0"
"2023-11-12T13:15:00+01:00","2023-11-12T13:30:00+01:00","92","94.0","88","2","0","2","0","0"
"2023-11-12T13:30:00+01:00","2023-11-12T13:45:00+01:00","79","82.0","70","6","0","3","0","0"
"2023-11-12T13:45:00+01:00","2023-11-12T14:00:00+01:00","74","79.3","61","8","1","4","0","0"
"2023-11-12T14:00:00+01:00","2023-11-12T14:15:00+01:00","66","68.0","56","8","0","2","0","0"
"2023-11-12T14:15:00+01:00","2023-11-12T14:30:00+01:00","65","70.0","54","6","0","5","0","0"
"2023-11-12T14:30:00+01:00","2023-11-12T14:45:00+01:00","81","84.2","69","7","0","4","0","1"
"2023-11-12T14:45:00+01:00","2023-11-12T15:00:00+01:00","76","80.3","70","2","1","3","0","0"
"2023-11-12T15:00:00+01:00","2023-11-12T15:15:00+01:00","71","73.4","66","1","0","3","1","0"
"2023-11-12T15:15:00+01:00","2023-11-12T15:30:00+01:00","74","77.0","69","2","0","3","0","0"
"2023-11-12T15:30:00+01:00","2023-11-12T15:45:00+01:00","48","49.0","37","10","0","1","0","0"
"2023-11-12T15:45:00+01:00","2023-11-12T16:00:00+01:00","71","74.0","60","8","0","3","0","0"
"2023-11-12T16:00:00+01:00","2023-11-12T16:15:00+01:00","69","67.0","58","8","0","0","2","1"
"2023-11-12T16:15:00+01:00","2023-11-12T16:30:00+01:00","72","79.6","60","5","2","5","0","0"
"2023-11-12T16:30:00+01:00","2023-11-12T16:45:00+01:00","69","73.4","59","4","0","5","1","0"
"2023-11-12T16:45:00+01:00","2023-11-12T17:00:00+01:00","68","72.4","62","0","0","5","1","0"
"2023-11-12T17:00:00+01:00","2023-11-12T17:15:00+01:00","59","60.0","57","1","0","1","0","0"
"2023-11-12T17:15:00+01:00","2023-11-12T17:30:00+01:00","75","76.8","66","4","0","3","2","0"
"2023-11-12T17:30:00+01:00","2023-11-12T17:45:00+01:00","49","53.7","43","0","1","4","1","0"
"2023-11-12T17:45:00+01:00","2023-11-12T18:00:00+01:00","61","65.3","57","0","1","3","0","0"
"2023-11-12T18:00:00+01:00","2023-11-12T18:15:00+01:00","53","53.2","48","0","0","2","3","0"
"2023-11-12T18:15:00+01:00","2023-11-12T18:30:00+01:00","61","65.0","57","0","0","4","0","0"
"2023-11-12T18:30:00+01:00","2023-11-12T18:45:00+01:00","43","45.4","39","0","0","3","1","0"
"2023-11-12T18:45:00+01:00","2023-11-12T19:00:00+01:00","56","60.1","49","0","1","4","2","0"
"2023-11-12T19:00:00+01:00","2023-11-12T19:15:00+01:00","48","50.0","46","0","0","2","0","0"
"2023-11-12T19:15:00+01:00","2023-11-12T19:30:00+01:00","39","41.7","34","1","1","2","1","0"
"2023-11-12T19:30:00+01:00","2023-11-12T19:45:00+01:00","38","40.0","36","0","0","2","0","0"
"2023-11-12T19:45:00+01:00","2023-11-12T20:00:00+01:00","22","26.0","17","1","0","4","0","0"
"2023-11-12T20:00:00+01:00","2023-11-12T20:15:00+01:00","23","23.8","19","0","0","2","2","0"
"2023-11-12T20:15:00+01:00","2023-11-12T20:30:00+01:00","41","43.7","36","1","1","2","1","0"
"2023-11-12T20:30:00+01:00","2023-11-12T20:45:00+01:00","30","32.2","23","0","0","4","3","0"
"2023-11-12T20:45:00+01:00","2023-11-12T21:00:00+01:00","27","29.3","24","1","1","1","0","0"
"2023-11-12T21:00:00+01:00","2023-11-12T21:15:00+01:00","31","37.0","24","1","0","6","0","0"
"2023-11-12T21:15:00+01:00","2023-11-12T21:30:00+01:00","18","21.0","15","0","0","3","0","0"
"2023-11-12T21:30:00+01:00","2023-11-12T21:45:00+01:00","18","22.0","14","0","0","4","0","0"
"2023-11-12T21:45:00+01:00","2023-11-12T22:00:00+01:00","15","17.0","13","0","0","2","0","0"
"2023-11-12T22:00:00+01:00","2023-11-12T22:15:00+01:00","24","27.3","21","0","1","2","0","0"
"2023-11-12T22:15:00+01:00","2023-11-12T22:30:00+01:00","12","13.0","11","0","0","1","0","0"
"2023-11-12T22:30:00+01:00","2023-11-12T22:45:00+01:00","17","19.8","11","0","0","4","2","0"
"2023-11-12T22:45:00+01:00","2023-11-12T23:00:00+01:00","13","12.4","12","0","0","0","1","0"
"2023-11-12T23:00:00+01:00","2023-11-12T23:15:00+01:00","8","11.4","2","1","0","4","1","0"
"2023-11-12T23:15:00+01:00","2023-11-12T23:30:00+01:00","6","8.0","4","0","0","2","0","0"
"2023-11-12T23:30:00+01:00","2023-11-12T23:45:00+01:00","7","7.4","5","0","0","1","1","0"
"2023-11-12T23:45:00+01:00","2023-11-13T00:00:00+01:00","8","8.7","6","0","1","0","1","0"
"2023-11-13T00:00:00+01:00","2023-11-13T00:15:00+01:00","3","3.0","3","0","0","0","0","0"
"2023-11-13T00:15:00+01:00","2023-11-13T00:30:00+01:00","5","5.4","3","0","0","1","1","0"
